SAMPLE_ID	ANALYSIS_ID	ANALYSIS_CONTRACT	STATION_NAME	DEPLOYMENT_DATE_START	DEPLOYMENT_TIME_START	CAST_NUMBER	GEAR	TOW_TYPE	NET_MESH_SIZE	SAMPLING_NET_ID	MIN_SAMPLE_DEPTH	MAX_SAMPLE_DEPTH	DEPTH_CALC_NET_FILTERED_VOL	FLOWMETER_CALC_VOL	TAXON_ID	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	C1_SAMPLE_ABUND (nbr of ind.)	C1_ABUND (ind./m3 depth vol.)	C1_ABUND (ind./m3 flowmeter vol.)	C1_BIOMASS (�g C m-3 depth vol.)	C1_BIOMASS (�g C m-3 flowmeter vol.)	C2_SAMPLE_ABUND (nbr of ind.)	C2_ABUND (ind./m3 depth vol.)	C2_ABUND (ind./m3 flowmeter vol.)	C2_BIOMASS (�g C m-3 depth vol.)	C2_BIOMASS (�g C m-3 flowmeter vol.)	C3_SAMPLE_ABUND (nbr of ind.)	C3_ABUND (ind./m3 depth vol.)	C3_ABUND (ind./m3 flowmeter vol.)	C3_BIOMASS (�g C m-3 depth vol.)	C3_BIOMASS (�g C m-3 flowmeter vol.)	C4_SAMPLE_ABUND (nbr of ind.)	C4_ABUND (ind./m3 depth vol.)	C4_ABUND (ind./m3 flowmeter vol.)	C4_BIOMASS (�g C m-3 depth vol.)	C4_BIOMASS (�g C m-3 flowmeter vol.)	C5_SAMPLE_ABUND (nbr of ind.)	C5_ABUND (ind./m3 depth vol.)	C5_ABUND (ind./m3 flowmeter vol.)	C5_BIOMASS (�g C m-3 depth vol.)	C5_BIOMASS (�g C m-3 flowmeter vol.)	M_SAMPLE_ABUND (nbr of ind.)	M_ABUND (ind./m3 depth vol.)	M_ABUND (ind./m3 flowmeter vol.)	M_BIOMASS (�g C m-3 depth vol.)	M_BIOMASS (�g C m-3 flowmeter vol.)	F_SAMPLE_ABUND (nbr of ind.)	F_ABUND (ind./m3 depth vol.)	F_ABUND (ind./m3 flowmeter vol.)	F_BIOMASS (�g C m-3 depth vol.)	F_BIOMASS (�g C m-3 flowmeter vol.)	COP_NS_SAMPLE_ABUND (nbr of ind.)	COP_NS_ABUND (ind./m3 depth vol.)	COP_NS_ABUND (ind./m3 flowmeter vol.)	COP_NS_BIOMASS (�g C m-3 depth vol.)	COP_NS_BIOMASS (�g C m-3 flowmeter vol.)	COPEPODID_SAMPLE_ABUND (nbr of ind.)	COPEPODID_ABUND (ind./m3 depth vol.)	COPEPODID_ABUND (ind./m3 flowmeter vol.)	COPEPODID_BIOMASS (�g C m-3 depth vol.)	COPEPODID_BIOMASS (�g C m-3 flowmeter vol.)	N1_SAMPLE_ABUND (nbr of ind.)	N1_ABUND (ind./m3 depth vol.)	N1_ABUND (ind./m3 flowmeter vol.)	N2_SAMPLE_ABUND (nbr of ind.)	N2_ABUND (ind./m3 depth vol.)	N2_ABUND (ind./m3 flowmeter vol.)	N3_SAMPLE_ABUND (nbr of ind.)	N3_ABUND (ind./m3 depth vol.)	N3_ABUND (ind./m3 flowmeter vol.)	N4_SAMPLE_ABUND (nbr of ind.)	N4_ABUND (ind./m3 depth vol.)	N4_ABUND (ind./m3 flowmeter vol.)	N5_SAMPLE_ABUND (nbr of ind.)	N5_ABUND (ind./m3 depth vol.)	N5_ABUND (ind./m3 flowmeter vol.)	N6_SAMPLE_ABUND (nbr of ind.)	N6_ABUND (ind./m3 depth vol.)	N6_ABUND (ind./m3 flowmeter vol.)	NAUP_NS_SAMPLE_ABUND (nbr of ind.)	NAUP_NS_ABUND (ind./m3 depth vol.)	NAUP_NS_ABUND (ind./m3 flowmeter vol.)	NAUPLIUS_SAMPLE_ABUND (nbr of ind.)	NAUPLIUS_ABUND (ind./m3 depth vol.)	NAUPLIUS_ABUND (ind./m3 flowmeter vol.)	ALL_STAGES_SAMPLE_ABUND (nbr of ind.)	ALL_STAGES_ABUND (ind./m3 depth vol.)	ALL_STAGES_ABUND (ind./m3 flowmeter vol.)	sample_id	analysis_id	deployment_id	sampling_platform	deployment_datetime_start	deployment_datetime_end	latitude	longitude	bottom_depth	deployment_comments	NET_COMMENTS	sample_comments	ctd_match_status	amundsen_platform_name	amundsen_filename	amundsen_cruise_name	amundsen_cruise_number	amundsen_cast_number	amundsen_station	ctd_query_attempt	ctd_time_delta_min	ctd_distance_km	ctd_depth_coverage_m	ctd_rows_selected_cast	ctd_rows_in_sample_depth_interval	sample_mid_depth_m	amundsen_nearest_depth_m	amundsen_nearest_depth_delta_m	amundsen_nearest_time	amundsen_nearest_lat	amundsen_nearest_lon	amundsen_nearest_pres_db	amundsen_temperature_degC_nearest	amundsen_temperature_degC_mean_sample_interval	amundsen_temperature_degC_min_sample_interval	amundsen_temperature_degC_max_sample_interval	amundsen_salinity_psu_nearest	amundsen_salinity_psu_mean_sample_interval	amundsen_salinity_psu_min_sample_interval	amundsen_salinity_psu_max_sample_interval	amundsen_oxygen_uM_nearest	amundsen_oxygen_uM_mean_sample_interval	amundsen_oxygen_uM_min_sample_interval	amundsen_oxygen_uM_max_sample_interval	amundsen_fluorescence_ug_l_nearest	amundsen_fluorescence_ug_l_mean_sample_interval	amundsen_fluorescence_ug_l_min_sample_interval	amundsen_fluorescence_ug_l_max_sample_interval	amundsen_nitrate_mmol_m3_nearest	amundsen_nitrate_mmol_m3_mean_sample_interval	amundsen_nitrate_mmol_m3_min_sample_interval	amundsen_nitrate_mmol_m3_max_sample_interval
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Calanus finmarchicus	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33333333	0.057657658	0.05273349	4.804131171	4.393841387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33333333	0.057657658	0.05273349	4.804131171	4.393841387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.33333333	0.057657658	0.05273349	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Calanus glacialis	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	470.5882353	1.271860095	1.163238747	2.799732909	2.560625822	470.5882353	1.271860095	1.163238747	12.47412401	11.40878972	0.0	0.0	0.0	0.0	0.0	1518.431373	4.103868574	3.753383692	425.068201	388.7658741	362.6666667	0.98018018	0.896469328	297.9406645	272.4954786	0.0	0.0	0.0	0.0	0.0	64.0	0.172972973	0.15820047	114.4784502	104.7015859	0.0	0.0	0.0	0.0	0.0	2886.27451	7.800741918	7.134530985	852.7611726	779.9323541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2886.27451	7.800741918	7.134530985	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Calanus hyperboreus	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	470.5882353	1.271860095	1.163238747	17.22608585	15.75491723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.66666667	0.115315315	0.10546698	117.8522142	107.7872185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.254902	1.387175411	1.268705727	135.0783	123.5421357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.254902	1.387175411	1.268705727	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Calanus spp.	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1411.764706	3.815580286	3.489716242	470.5882353	1.271860095	1.163238747	7058.823529	19.07790143	17.44858121	4705.882353	12.71860095	11.63238747	3294.117647	8.903020668	8.142671232	941.1764706	2.543720191	2.326477495	0.0	0.0	0.0	17882.35294	48.33068362	44.2030724	17882.35294	48.33068362	44.2030724	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Copepoda	Animalia	Arthropoda	Copepoda			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	470.5882353	1.271860095	1.163238747	470.5882353	1.271860095	1.163238747	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Harpacticoida	Animalia	Arthropoda	Copepoda	Harpacticoida		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1411.764706	3.815580286	3.489716242			1411.764706	3.815580286	3.489716242			0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1411.764706	3.815580286	3.489716242	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Metridia longa	Animalia	Arthropoda	Copepoda	Calanoida	Metridinidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2352.941176	6.359300477	5.816193737	139.0192051	127.1464736	3353.098039	9.062427133	8.288463822	633.5598996	579.4516446	1985.254902	5.365553789	4.907316529	503.7974926	460.7714059	3498.666667	9.455855856	8.648292341	2006.313237	1834.966994	0.0	0.0	0.0	0.0	0.0	11189.96078	30.24313725	27.66026643	3282.689834	3002.336519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	941.1764706	2.543720191	2.326477495	0.0	0.0	0.0	0.0	0.0	0.0	1411.764706	3.815580286	3.489716242	12601.72549	34.05871754	31.14998267	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Microcalanus pusillus	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	1.075332273	0.983495096	941.1764706	2.543720191	2.326477495	3.289971383	3.008996198	470.5882353	1.271860095	1.163238747	1.644985692	1.504498099	2352.941176	6.359300477	5.816193737	9.127122417	8.3476339	0.0	0.0	0.0	0.0	0.0	4235.294118	11.44674086	10.46914873	15.13741176	13.84462329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4235.294118	11.44674086	10.46914873	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Oithona similis	Animalia	Arthropoda	Copepoda	Cyclopoida	Oithonidae	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	0.241627981	0.220992097	941.1764706	2.543720191	2.326477495	0.641755167	0.586947007	0.0	0.0	0.0	0.0	0.0	2823.529412	7.631160572	6.979432485	3.704165342	3.387816528	941.1764706	2.543720191	2.326477495	1.359135135	1.24306019	10844.86275	29.31043985	26.80722468	20.40944548	18.66640669	0.0	0.0	0.0	0.0	0.0	16021.33333	43.3009009	39.6028509	26.3561291	24.10522251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16021.33333	43.3009009	39.6028509	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
21916	82	Legacy Labo Fortier	350	2010-07-09	17:11:50	1	4x1m2	V-Tow	200	2	0	370.0	370.0	404.55	Pseudocalanus acuspes	Animalia	Arthropoda	Copepoda	Calanoida	Clausocalanidae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	2.213430843	2.024396025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470.5882353	1.271860095	1.163238747	8.136050874	7.44120337	0.0	0.0	0.0	0.0	0.0	941.1764706	2.543720191	2.326477495	10.34948172	9.465599395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	941.1764706	2.543720191	2.326477495	21916.0	82.0	692.0	CCGS Amundsen	2010-07-09 17:11:50+00:00	2010-07-09 17:34:39	64.4377	-80.4603	380.0	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	Couvert nuageux, Bloom d'algues	outside_amundsen_ctd_range																																							
